accion_id,hallazgo_id,tipo,auditor,dependencia,accion,objetivo,indicador,unidad_medida,meta,recursos,fecha_inicio,fecha_fin,descripcion,denominacion_medida,ejecutor_login,ejecutor_name,ejecutor_email,ejecutor_rol
51,23,,rberdugo,OAS,ENTREGAR LA EVIDENCIA DE INTEGRACIÓN DE DATOS,,INFORMACIÓN CONSOLIDADA/ INFORMACIÓN POR CONSOLIDAR,INFORMACIÓN CONSOLIDADA/ INFORMACIÓN POR CONSOLIDAR,1,,2017-08-01,2017-12-31,,,computo,Jefe de Oficina Asesora de Sistemas,computo@udistrital.edu.co,2
52,24,,rberdugo,SCON,ESTABLECER EL PROCEDIMIENTO DE RENDICIÓN DE CUENTAS ANUALES SIVICOF PARA FORMALIZARLO EN EL SISTEMA SIGUD.,,PROCEDIMIENTO FORMALIZADO Y PUBLICADO PARA RENDICIÓN DE CUENTAS ANUALES A TRAVÉS DEL SIVICOF.,PROCEDIMIENTO FORMALIZADO Y PUBLICADO PARA RENDICIÓN DE CUENTAS ANUALES A TRAVÉS DEL SIVICOF.,1,,2017-08-01,2017-12-30,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
53,25,,rberdugo,OACI,"REALIZAR EL AVANCE TRIMESTRAL, PARA GARANTIZAR EL CUMPLIMIENTO DEL PLAN DE MEJORAMIENTO,  POR MEDIO DE ACTAS EN EL FORMATO DEL SIGUD",,NUMERO DE SEGUIMIENTOS SOBRE ACTIVIDADES REALIZADAS,NUMERO DE SEGUIMIENTOS SOBRE ACTIVIDADES REALIZADAS,1,,2017-08-01,2018-04-30,,,auditor,Jefe Oficina Asesora de Control Interno,auditor@udistrital.edu.co,2
54,26,,rberdugo,TGE,"PROYECTAR RESOLUCIÓN, DONDE SE INCLUYA EL MECANISMO DE NEGOCIACIÓN QUE PERMITA  DAR CUMPLIMIENTO A LO ESTABLECIDO EN LA NORMATIVIDAD DADA POR LA CONTADURÍA GENERAL PARA PRESENTAR EL CIERRE DE NEGOCIOS; POR SER ENTE AUTÓNOMO.",,NO DE PROCEDIMIENTOS REVISADOS/NO DE PROCEDIMIENTOS DEFINIDOS;,NO DE PROCEDIMIENTOS REVISADOS/NO DE PROCEDIMIENTOS DEFINIDOS;,1,,2017-08-01,2018-07-28,,,tesoreria,Jefe de Tesoreria,tesoreria@udistrital.edu.co,2
55,27,,rberdugo,OAPC,"DESARROLLAR CON LOS LÍDERES, GESTORES, Y/O GRUPO DE PROMOTORES DE PROCESOS, LA REVISIÓN, AJUSTE Y/O REDEFINICIÓN DE LOS RIESGOS ESTABLECIDOS POR PROCESO, LA CONSTRUCCIÓN DE LOS PLANES DE MEJORAMIENTO Y LA SOCIALIZACIÓN DE LOS MISMOS.",,NÚMERO DE MAPAS DE RIESGOS ACTUALIZADOS/NÚMERO DE MAPAS DE RIESGOS PROYECTADOS PARA SU ACTUALIZACIÓN,NÚMERO DE MAPAS DE RIESGOS ACTUALIZADOS/NÚMERO DE MAPAS DE RIESGOS PROYECTADOS PARA SU ACTUALIZACIÓN,1,,2017-08-01,2017-12-30,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
56,27,,rberdugo,OAPC,"ELABORAR, DE ACUERDO AL DESARROLLO DE LA REVISIÓN, AJUSTE Y/O REDEFINICIÓN DE LOS RIESGOS EL PLAN DE MANEJO.",,NÚMERO DE PLANES DE MANEJO,NÚMERO DE PLANES DE MANEJO,1,,2017-12-30,2018-04-30,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
57,28,,rberdugo,DRH,"DISEÑAR, AJUSTAR, ESTANDARIZAR Y DOCUMENTAR LOS RESPECTIVOS PROCEDIMIENTOS Y FORMATOS ASOCIADOS AL PROCESO GESTIÓN Y DESARROLLO DEL TALENTO HUMANO, (INCLUYE TODOS LOS NIVELES DE LA DOCUMENTACIÓN Y PUNTOS DE CONTROL). LOS EJECUTORES Y GESTORES DEL PROCESO.",,NÚMERO DE DOCUMENTOS ACTUALIZADOS/NÚMERO DE DOCUMENTOS PROYECTADOS PARA SU ACTUALIZACIÓN,NÚMERO DE DOCUMENTOS ACTUALIZADOS/NÚMERO DE DOCUMENTOS PROYECTADOS PARA SU ACTUALIZACIÓN,1,,2017-06-01,2017-12-30,,,rechumanos,Jefe de División de Recursos Humanos,rechumanos@udistrital.edu.co,2
58,29,,rberdugo,AGI,"DEPURAR Y AJUSTAR LA INFORMACIÓN DE LAS CUENTAS DE ALMACÉN E INVENTARIOS CON CONTABILIDAD PARA REALIZAR EL REGISTRO CONTABLE  EN LA CUENTA CORRESPONDIENTE, DE ACUERDO AL CATALOGO DE CUENTAS.",,SALDOS CON NATURALEZA CONTRARIA A AJUSTAR/ AJUSTES REALIZADOS *100,SALDOS CON NATURALEZA CONTRARIA A AJUSTAR/ AJUSTES REALIZADOS *100,1,,2017-06-01,2017-12-30,,,almacen,Jefe de Sección Almacen,almacen@udistrital.edu.co,2
59,29,,rberdugo,SCON,"ENVIAR EL DIAGNOSTICO DEL ANÁLISIS POR CONTABILIDAD, PARA IDENTIFICAR LAS CUENTAS CONTABLES QUE  SE DEBEN APLICAR EN EL APLICATIVO ARKA, PARA REALIZAR LOS REGISTROS CONTABLES CORRESPONDIENTES.",,SALDOS CON NATURALEZA CONTRARIA A AJUSTAR/ AJUSTES REALIZADOS *100,SALDOS CON NATURALEZA CONTRARIA A AJUSTAR/ AJUSTES REALIZADOS *100,1,,2017-06-01,2017-12-30,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
60,29,,rberdugo,SCON,"ACTUALIZAR EL PROCEDIMIENTO, PARA SER VALIDADO POR OAPC, PARA SER INCLUIDO EN EL SIGUD",,SALDOS CON NATURALEZA CONTRARIA A AJUSTAR/ AJUSTES REALIZADOS *100,SALDOS CON NATURALEZA CONTRARIA A AJUSTAR/ AJUSTES REALIZADOS *100,1,,2017-06-01,2017-12-30,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
61,30,,rberdugo,DRH,SOLICITAR APERTURA DEL PROCESO DISCIPLINARIO AL RESPONSABLE DE LA SITUACIÓN PRESENTADA.,,ACTIVIDADES CONTRACTUALES REALIZADAS/ACTIVIDADES CONTRACTUALES PLANEADAS100,ACTIVIDADES CONTRACTUALES REALIZADAS/ACTIVIDADES CONTRACTUALES PLANEADAS100,1,,2017-08-01,2017-12-31,,,rechumanos,Jefe de División de Recursos Humanos,rechumanos@udistrital.edu.co,2
62,30,,rberdugo,OAS,SEGUIMIENTO DE LOS PROCESO DISCIPLINARIOS PERTINENTES HASTA SU TERMINACIÓN.,,ACTIVIDADES CONTRACTUALES REALIZADAS/ACTIVIDADES CONTRACTUALES PLANEADAS100,ACTIVIDADES CONTRACTUALES REALIZADAS/ACTIVIDADES CONTRACTUALES PLANEADAS100,1,,2017-08-01,2017-12-31,,,computo,Jefe de Oficina Asesora de Sistemas,computo@udistrital.edu.co,2
63,31,,rberdugo,OAJ,ENTREGAR INFORME MENSUAL  DE LA GESTIÓN DEL  COBRO COACTIVO SOBRE EL TEMA DE AVANCES FUNCIONARIOS   POR PARTE DEL ABOGADO  DE LA UDFJC,,NO. DE INFORMES ENTREGADOS POR EL ABOGADO/ NO. TOTAL DE INFORMES CORRESPONDIENTES A LOS MESES  DEL PLAN DE MEJORAMIENTO,NO. DE INFORMES ENTREGADOS POR EL ABOGADO/ NO. TOTAL DE INFORMES CORRESPONDIENTES A LOS MESES  DEL PLAN DE MEJORAMIENTO,1,,2017-08-01,2017-12-31,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
64,31,,rberdugo,TGE,"PROYECTAR RESOLUCIÓN, DONDE SE INCLUYA EL MECANISMO DE NEGOCIACIÓN QUE PERMITA  DAR CUMPLIMIENTO A LO ESTABLECIDO EN LA NORMATIVIDAD INTERNA FUNDAMNETADA EN LA AUTONOMIA UNIVERSITARIA",,NO. DE INFORMES ENTREGADOS POR EL ABOGADO/ NO. TOTAL DE INFORMES CORRESPONDIENTES A LOS MESES  DEL PLAN DE MEJORAMIENTO,NO. DE INFORMES ENTREGADOS POR EL ABOGADO/ NO. TOTAL DE INFORMES CORRESPONDIENTES A LOS MESES  DEL PLAN DE MEJORAMIENTO,1,,2017-08-01,2017-12-31,,,tesoreria,Jefe de Tesoreria,tesoreria@udistrital.edu.co,2
65,31,,rberdugo,VIA,PROYECTAR  LA MODIFICACIÓN AL ACUERDO 009 DE 2007( FORMACIO POSTGRADUAL) EL CUAL SERA PRESENTADO ANTE EL CONSEJO ACADÉMICO Y EL HONORABLE CONSEJO SUPERIOR UNIVERSITARIO PARA SU CORRESPONDIENTE REVISIÓN Y APROBACIÓN.,,RADICACIÓN ANTE EL CONSEJO ACADÉMICO Y CONSEJO SUPERIOR UNIVERSITARIO DEL PROYECTO DE MODIFICACIÓN AL ACUERDO 009 DE 2007.,RADICACIÓN ANTE EL CONSEJO ACADÉMICO Y CONSEJO SUPERIOR UNIVERSITARIO DEL PROYECTO DE MODIFICACIÓN AL ACUERDO 009 DE 2007.,1,,2017-08-01,2017-12-31,,,vicerrecacad,Asistente Vicerrector Academico,vicerrecacad@udistrital.edu.co,2
66,32,,rberdugo,DRH,"REALIZAR LA LIQUIDACIÓN RESPECTIVA, INCORPORANDO EL PROYECTO DE RESOLUCIÓN A CADA LIQUIDACIÓN DE LA ENTIDAD CUOTA ARTISTA IDENTIFICADA EN EL PERIODO DE VIGENCIA DEL PLAN DE MEJORAMIENTO PAD 16, DE CONFORMIDAD COMO REPORTEN LOS ACTOS ADMINISTRATIVOS",,NÚMERO DE LIQUIDACIONES RELIZADAS/ NÚMERO DE LIQUIDACIONES PROGRAMADAS REALIZAR POR MES,NÚMERO DE LIQUIDACIONES RELIZADAS/ NÚMERO DE LIQUIDACIONES PROGRAMADAS REALIZAR POR MES,1,,2017-08-01,2018-07-28,,,rechumanos,Jefe de División de Recursos Humanos,rechumanos@udistrital.edu.co,2
67,32,,rberdugo,DRH,REVISAR Y SUSCRIBIR LA VERSIÓN FINAL DE LAS RESOLUCIONES  DE COBRO DE CUOTAS PARTES A ENTIDADES CUOTA ARTISTA Y  PROCEDER CON SU  EXPEDICIÓN EN EL PERIODO DE VIGENCIA DEL PLAN DE MEJORAMIENTO PAD 16. REALIZAR EL COBRO DE CUOTAS PARTES POR VÍA DE EXCEPCIÓN,,NUMERO DE RESOLUCIONES EXPEDIDAS/ NÚMERO DE RESOLUCIONES PROYETADAS A EXPEDIR POR MES,NUMERO DE RESOLUCIONES EXPEDIDAS/ NÚMERO DE RESOLUCIONES PROYETADAS A EXPEDIR POR MES,1,,2017-08-01,2018-07-28,,,rechumanos,Jefe de División de Recursos Humanos,rechumanos@udistrital.edu.co,2
68,32,,rberdugo,SG,NOTIFICAR RESOLUCIÓN A LA ENTIDADES CUOTA ARTISTA EN EL PERIODO DE VIGENCIA DEL PLAN DE MEJORAMIENTO PAD 16.,,NUMERO DE RESOLUCIONES NOTIFICADAS/ NÚMERO DE RESOLUCIONES PROYETADAS A NOTIFICAR,NUMERO DE RESOLUCIONES NOTIFICADAS/ NÚMERO DE RESOLUCIONES PROYETADAS A NOTIFICAR,1,,2017-08-01,2018-07-28,,,sgral,Asistente de Secretario General,sgral@udistrital.edu.co,2
69,32,,rberdugo,DRH,"RESPONDER LOS RECURSOS INTERPUESTOS POR LAS ENTIDADES , DE ACUERDO A LA  INFORMACIÓN SUMINISTRADA POR SECRETARIA GENERAL UDFJC, EN EL PERIODO DE VIGENCIA DEL PLAN DE MEJORAMIENTO PAD 16",,NÚMERO DE RECURSOS DE REPOSICIÓN RESPONDIDOS/NÚMERO DE RECURSOS DE REPOSICIÓN PROYECTADOS RESPONDER,NÚMERO DE RECURSOS DE REPOSICIÓN RESPONDIDOS/NÚMERO DE RECURSOS DE REPOSICIÓN PROYECTADOS RESPONDER,1,,2017-08-01,2018-07-28,,,rechumanos,Jefe de División de Recursos Humanos,rechumanos@udistrital.edu.co,2
70,32,,rberdugo,DRH,REPORTE DE VALORES RECAUDADOS POR CUOTAS PARTES PARA LOS CORRESPONDIENTES REGISTROS CONTABLES,,NÚMERO DE RESPORTES ENVIADOS TRIMESTRALMENTE/NÚMERO DE REPORTES PROYECTADOS ENVIAR TRIMESTRALMENTE,NÚMERO DE RESPORTES ENVIADOS TRIMESTRALMENTE/NÚMERO DE REPORTES PROYECTADOS ENVIAR TRIMESTRALMENTE,1,,2017-08-01,2018-04-30,,,rechumanos,Jefe de División de Recursos Humanos,rechumanos@udistrital.edu.co,2
71,32,,rberdugo,DRH,REALIZAR COBRO POR VÍA JUDICIAL DE LAS CUOTAS PARTES QUE NO SE HUBIESES PAGADO POR LAS ENTIDADES CUOTAPISTIAS  MEDIANTE RESOLUCIÓN DE COBRO,,NÚMERO DE ENTIDADES CUOTAPARTISTAS IDENTIFICADAS CON PAGOS VENCIDOS/ NÚMERO DE ENTIDADES CUOTAPARTISTAS CON PAGOS VENCIDOS PROYECTADAS IDENTIFICAR,NÚMERO DE ENTIDADES CUOTAPARTISTAS IDENTIFICADAS CON PAGOS VENCIDOS/ NÚMERO DE ENTIDADES CUOTAPARTISTAS CON PAGOS VENCIDOS PROYECTADAS IDENTIFICAR,1,,2017-08-01,2018-04-30,,,rechumanos,Jefe de División de Recursos Humanos,rechumanos@udistrital.edu.co,2
72,32,,rberdugo,OAJ,REALIZAR LAS ACTUACIONES JUDICIALES E INFORMAR DE FORMA BIMENSUAL LA GESTIÓN REALIZADA POR EL ABOGADO ASIGNADO  EN EL PERIODO DE VIGENCIA DEL PLAN DE MEJORAMIENTO PAD 16,,NÚMERO DE DEMANDAS JUDICIALES REALIZADAS CONTRA ENTIDADES CUOTAPARTISTAS/ NÚMERO DE DEMANDAS JUDICIALES PROYECTAS REALIZAR CONTRA ENTIDADES CUOTA PARTISTAS,NÚMERO DE DEMANDAS JUDICIALES REALIZADAS CONTRA ENTIDADES CUOTAPARTISTAS/ NÚMERO DE DEMANDAS JUDICIALES PROYECTAS REALIZAR CONTRA ENTIDADES CUOTA PARTISTAS,1,,2017-08-01,2018-06-30,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
73,33,,rberdugo,SCON,RECONOCER Y REVELAR ADECUADAMENTE LOS DEUDORES DE ACUERDO CON LOS RESPECTIVOS SOPORTES IDÓNEOS PARA EL DERECHO A DICHO COBRO.,,INFORMACIÓN REPORTADA/ INFORMACIÓN REGISTRADA *100,INFORMACIÓN REPORTADA/ INFORMACIÓN REGISTRADA *100,1,,2017-08-01,2017-12-30,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
74,33,,rberdugo,OAJ,ENTREGAR INFORME MENSUAL  DE LA GESTIÓN DE LOS  FALLOS DE EMBARGOS  DE LA OAJ  DE LA UDFJC,,NO. DE INFORMES ENTREGADOS POR EL ABOGADO/ NO. TOTAL DE INFORMES CORRESPONDIENTES A LOS MESES  DEL PLAN DE MEJORAMIENTO,NO. DE INFORMES ENTREGADOS POR EL ABOGADO/ NO. TOTAL DE INFORMES CORRESPONDIENTES A LOS MESES  DEL PLAN DE MEJORAMIENTO,1,,2017-08-01,2017-12-31,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
75,33,,rberdugo,OAJ,REMITIR INFORME POR PARTE DE LA OAJ  A LA TESORERA Y CONTABILIDAD,,NO. DE INFORMES ENTREGADOS POR EL ABOGADO/ NO. TOTAL DE INFORMES CORRESPONDIENTES A LOS MESES  DEL PLAN DE MEJORAMIENTO,NO. DE INFORMES ENTREGADOS POR EL ABOGADO/ NO. TOTAL DE INFORMES CORRESPONDIENTES A LOS MESES  DEL PLAN DE MEJORAMIENTO,1,,2017-08-01,2017-12-31,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
76,34,,rberdugo,VAF,CONTINUAR CON LAS MESA DE TRABAJO CON LA VAF  Y VACADEMICA PARA  EL PROYECTO DE RESOLUCIÓN PARA MATRICULAS DIFERIDAS PRE-GRADO Y POSGRADO.  QUE MODIFIQUEN LAS RESOLUCIONES ANTERIORES,,MESAS DE TRABAJO REALIZADAS/MESAS DE TRABAJO PROGRAMADAS.,MESAS DE TRABAJO REALIZADAS/MESAS DE TRABAJO PROGRAMADAS.,1,,2017-08-01,2017-12-31,,,vicerrecadmin,Vicerrector administrativo,vicerrecadmin@udistrital.edu.co,2
77,34,,rberdugo,BI,"ANALIZAR  LOS PRESTAMOS DE LOS CRÉDITOS ICETEX, PARA  DETERMINAR EL SALDO EN MORA DE CADA UNO DE LOS ESTUDIANTES DE LA UDFJC, LOGRAR QUE LA INFORMACION REPORTADA POR BIENESTAR INSTITUCIONAL QUEDE REGISTRADA EN EL ESTADO DE CUENTA DE CADA ESTUDIANTE POR LA",,INFORMACION REPORTADA A TESORERIA / INFORMACION REGISTRADA EN EL SISTEMA CONTABLE POR TESORERIA,INFORMACION REPORTADA A TESORERIA / INFORMACION REGISTRADA EN EL SISTEMA CONTABLE POR TESORERIA,1,,2017-08-01,2017-12-31,,,bienestarud,Jefe Bienestar Institucional,bienestarud@udistrital.edu.co,2
78,34,,rberdugo,TGE,REALIZAR LA DEPURACIÓN MENSUAL  DE LOS REGISTROS   PARA SER PRESENTADOS EN EL COMITÉ DE SOSTENIBILIDAD Y APROBAR LOS REGISTROS QUE SE DEBEN DAR DE BAJA. RECONOCER Y REVELAR ADECUADAMENTE LOS DEUDORES DE ACUERDO CON LOS RESPECTIVOS SOPORTES IDÓNEOS PARA EL,,INFORMACIÓN REPORTADA/ INFORMACIÓN REGISTRADA *100,INFORMACIÓN REPORTADA/ INFORMACIÓN REGISTRADA *100,1,,2017-08-01,2017-12-31,,,tesoreria,Jefe de Tesoreria,tesoreria@udistrital.edu.co,2
79,34,,rberdugo,SCON,REGISTRAR LAS ACCIONES ADELANTADAS  EN CASO DE  EXISTIR VALORES RECAUDADOS  POR LAS DIFERENTES DEPENDENCIAS RESPONSABLES.,,INFORMACIÓN REPORTADA/ INFORMACIÓN REGISTRADA *100,INFORMACIÓN REPORTADA/ INFORMACIÓN REGISTRADA *100,1,,2017-08-01,2017-12-31,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
80,35,,rberdugo,SCON,SOLICITAR UN CONCEPTO A LA CONTADURÍA GENERAL DE LA NACIÓN SOBRE LA APLICACIÓN CORRECTA DE LA PROVISIÓN.,,CONCEPTO EMITIDO POR EL ENTE REGULADOR COMPETENTE PARA EFECTO DEL REGISTRO DE LA PROVISIÓN DE DEUDORES,CONCEPTO EMITIDO POR EL ENTE REGULADOR COMPETENTE PARA EFECTO DEL REGISTRO DE LA PROVISIÓN DE DEUDORES,1,,2017-08-01,2017-12-31,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
81,35,,rberdugo,SCON,APLICAR EL CONCEPTO DADO POR LA CONTADURÍA GENERAL DE LA NACIÓN SOBRE LAS PROVISIONES DE LA UDFJC.,,TOTAL CUENTAS DE DEUDORES A PROVISIONAR DE ACUERDO CON LOS PORCENTAJES APLICABLES,TOTAL CUENTAS DE DEUDORES A PROVISIONAR DE ACUERDO CON LOS PORCENTAJES APLICABLES,1,,2017-08-01,2017-12-31,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
82,36,,rberdugo,SCON,"REPORTAR DE FORMA OPORTUNA Y ADECUADA LA INFORMACIÓN A LA SECCIÓN DE CONTABILIDAD PARA EL RESPECTIVO ANALISIS, CONSOLIDACIÓN E INCORPORACIÓN EN SIIGO.",,(CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS) X 100%,(CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS) X 100%,1,,2016-09-01,2017-04-30,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
83,36,,rberdugo,SCON,REALIZAR PERIODICAMENTE CONCILIACIONES CON LAS  DE AREAS RESPONSABLES DEACUERDO CON LA INFORMACIÓN REPORTADA POR LAS MISMAS Y SUS SOPORTES IDONEOS.,,CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS *100%,CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS *100%,1,,2016-09-01,2017-04-30,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
84,37,,rberdugo,AGI,"1, ARMONIZAR SALDOS DE LA SECCIÓN DE ALMACÉN CON LOS SALDOS DE LA SECCIÓN DE CONTABILIDAD.",,NÚMERO DE ACTIVIDADES EJECUTADAS  / NÚMERO DE ACTIVIDADES PLANEADAS)*100,NÚMERO DE ACTIVIDADES EJECUTADAS  / NÚMERO DE ACTIVIDADES PLANEADAS)*100,1,,2016-09-01,2017-04-30,,,almacen,Jefe de Sección Almacen,almacen@udistrital.edu.co,2
85,37,,rberdugo,SCON,2. CONCILIAR SALDOS CON CONTABILIDAD A PARTIR DE ACTO ADMINISTRATIVO QUE PERMITA ASUMIR SALDOS DE ALMACÉN COMO LOS REALES.,,NÚMERO DE ACTIVIDADES EJECUTADAS  / NÚMERO DE ACTIVIDADES PLANEADAS)*100,NÚMERO DE ACTIVIDADES EJECUTADAS  / NÚMERO DE ACTIVIDADES PLANEADAS)*100,1,,2016-09-01,2017-04-30,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
86,37,,rberdugo,SCON,"3. HACER EFECTIVA LA RESOLUCIÓN DE RECTORÍA NO. 328 DE JULIO 11  DE 2016 MEDIANTE LA CUAL SE PERMITE ASUMIR LOS SALDOS DE ALMACÉN COMO LOS REALES, Y SE PROCEDA AL DESMONTE DE LOS SALDOS ACTUALES POR PARTE DE LA SECCIÓN DE CONTABILIDAD.",,NÚMERO DE ACTIVIDADES EJECUTADAS  / NÚMERO DE ACTIVIDADES PLANEADAS)*100,NÚMERO DE ACTIVIDADES EJECUTADAS  / NÚMERO DE ACTIVIDADES PLANEADAS)*100,1,,2016-09-01,2017-04-30,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
87,38,,rberdugo,OAS,* PRESENTAR EL PROYECTO DEL SISTEMA INTEGRADO DE INFORMACIÓN FINANCIERA A LA ALTA DIRECCIÓN PARA SU CORRESPONDIENTE APROBACIÓN Y FINANCIACIÓN,,PROYECTO APROBADO Y FINANCIADO POR EL PRIMER AÑO,PROYECTO APROBADO Y FINANCIADO POR EL PRIMER AÑO,1,,2016-09-01,2017-04-30,,,computo,Jefe de Oficina Asesora de Sistemas,computo@udistrital.edu.co,2
88,38,,rberdugo,OAS,"* DESARROLLAR LA FASE I DEL PROYECTO DEL SISTEMA INTEGRADO DE INFORMACIÓN FINANCIERA QUE CORRESPONDE A LA PUESTA EN PRODUCCIÓN DEL LOS SUBSISTEMA DE PRESUPUESTO, ADMINISTRACIÓN Y REPORTES",,SUBSISTEMAS EN PRODUCCIÓN / SUBSISTEMAS A DESARROLLAR,SUBSISTEMAS EN PRODUCCIÓN / SUBSISTEMAS A DESARROLLAR,1,,2016-09-01,2017-04-30,,,computo,Jefe de Oficina Asesora de Sistemas,computo@udistrital.edu.co,2
89,38,,rberdugo,AGI,"REALIZAR PERIODICAMENTE  EL CRUCE DE INFORMACIÓN A PARTIR DE LA IMPLEMENTACIÓN DE LA RESOLUCIÓN DE RECTORÍA NO. 328 DE JULIO 11  DE 2016, PARA LO CUAL LA SECCIÓN DE ALMACEN GENEAL E INVENTARIOS REPORTARA DE FORMA OPORTUNA Y ADECUADA LA INFORMCAIÓN MENSUAL",,(CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS) X 100%,(CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS) X 100%,1,,2016-09-01,2017-04-30,,,almacen,Jefe de Sección Almacen,almacen@udistrital.edu.co,2
90,38,,rberdugo,OAS,"DESARROLLAR E IMPLEMETAR EL SISTEMA DE INFORMACIÓN INTEGRADO DE LA UNIVERSIDAD, DE ACUERDO CON EL ANALISIS DE CADA UNO DE LOS REQUERIMIENTOS NECESARIOS PARA LA PRESENTACIÓN  Y PUESTA EN MARCHA DEL PROYECTO.",,% DE AVANCE PROYECTO SISTEMA INTEGRADO DE INFORMACIÓN DE ACUERDO CON LOS REQUERIMIENTOS DEL USUSARIO FINAL.,% DE AVANCE PROYECTO SISTEMA INTEGRADO DE INFORMACIÓN DE ACUERDO CON LOS REQUERIMIENTOS DEL USUSARIO FINAL.,1,,2016-09-01,2017-04-30,,,computo,Jefe de Oficina Asesora de Sistemas,computo@udistrital.edu.co,2
91,38,,rberdugo,OAPC,"REPORTAR OPORTUNAMENTE A LA SECCIÓN DE CONTABILIDAD LA INFORMACIÓN CORRESPONDIENTE A LOS BIENES INMUEBLES DE LA UNIVERSIDAD, TALES COMO AVALÚOS, INICIO DE OBRAS, MEJORAS Y/O ADICIONES, ESTADO ACTUAL DE LAS OBRAS EN CONSTRUCCIÓN DE ACUERDO CON EL INFORME D",,(CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS) X 100%,(CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS) X 100%,1,,2016-09-01,2017-04-30,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
92,38,,rberdugo,SCON,"1. LA SECCIÓN DE CONTABILIDAD JUNTO CON LA SECCIÓN DE ALMACEN REALIZARAN PERIODICAMENTE  EL CRUCE DE INFORMACIÓN A PARTIR DE LA IMPLEMENTACIÓN DE LA RESOLUCIÓN DE RECTORÍA NO. 328 DE JULIO 11  DE 2016, PARA LO CUAL LA SECCIÓN DE ALMACEN GENEAL E INVENTARI",,CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS,CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS,1,,2016-09-01,2017-04-30,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
93,38,,rberdugo,OAS,2. LA OFICINA ASESORA DE SISTEMAS ANALIZARA CADA UNO DE LOS REQUERIMIENTOS NECESARIOS PARA LA PRESENTACIÓN DEL PROYECTO DEL SISTEMA INTEGRADO DE INFORMACIÓN FINANCIERO DE LA UNIVERSIDAD.,,CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS,CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS,1,,2016-08-01,2017-04-30,,,computo,Jefe de Oficina Asesora de Sistemas,computo@udistrital.edu.co,2
94,38,,rberdugo,DRFC,3. LA DIVISIÓN DE RECURSOS FISICOS  DEBERA REPORTAR OPORTUNAMENTE A LA SECCIÓN DE CONTABILIDAD LA INFORMACIÓN CORRESPONDIENTE A LOS AVALUOS DE LOS BIENES INMUEBLES DE LA  UNIVERSIDAD ANTES DEL CIERRE DE LA CUENTA ANUAL.,,CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS,CUENTAS REGISTRADAS Y CONCILIADAS/CUENTAS REPORTADAS,1,,2016-08-01,2017-04-30,,,rfisicos,Jefe de División de Rcursos Fisicos,rfisicos@udistrital.edu.co,2
95,38,,rberdugo,OAS,* ANALIZAR CADA UNO DE LOS REQUERIMIENTOS NECESARIOS PARA LA PRESENTACIÓN DEL PROYECTO DEL SISTEMA INTEGRADO DE INFORMACIÓN FINANCIERO,,PROYECTO REALIZADO,PROYECTO REALIZADO,1,,2016-01-15,2017-04-30,,,computo,Jefe de Oficina Asesora de Sistemas,computo@udistrital.edu.co,2
